SalesOrderID,OrderDate,OnlineOrderFlag,CustomerID,SalesPersonID,TerritoryID,SubTotal,TaxAmt,Freight,TotalDue,PersonID,AccountNumber,PersonType,FirstName,LastName,Territory,Country
43703,2011-06-01,True,16624,,9,3578.27,286.2616,89.4568,3953.9884,14897.0,AW00016624,IN,Albert,Alvarez,Australia,AU
43704,2011-06-01,True,11005,,9,3374.99,269.9992,84.3748,3729.364,6990.0,AW00011005,IN,Julio,Ruiz,Australia,AU
43705,2011-06-01,True,11011,,9,3399.99,271.9992,84.9998,3756.989,18258.0,AW00011011,IN,Curtis,Lu,Australia,AU
43706,2011-06-02,True,27621,,4,3578.27,286.2616,89.4568,3953.9884,4229.0,AW00027621,IN,Edward,Brown,Southwest,US
43707,2011-06-02,True,27616,,4,3578.27,286.2616,89.4568,3953.9884,11853.0,AW00027616,IN,Emma,Brown,Southwest,US
43708,2011-06-02,True,20042,,10,699.0982,55.9279,17.4775,772.5036,9374.0,AW00020042,IN,Brad,Deng,United Kingdom,GB
43709,2011-06-02,True,16351,,9,3578.27,286.2616,89.4568,3953.9884,4916.0,AW00016351,IN,Martha,Xu,Australia,AU
43710,2011-06-02,True,16517,,9,3578.27,286.2616,89.4568,3953.9884,16362.0,AW00016517,IN,Katrina,Raji,Australia,AU
43711,2011-06-03,True,27606,,1,3578.27,286.2616,89.4568,3953.9884,9351.0,AW00027606,IN,Courtney,Edwards,Northwest,US
43712,2011-06-03,True,13513,,8,3578.27,286.2616,89.4568,3953.9884,12797.0,AW00013513,IN,Abigail,Henderson,Germany,DE
43713,2011-06-04,True,27601,,4,3578.27,286.2616,89.4568,3953.9884,2835.0,AW00027601,IN,Sydney,Rogers,Southwest,US
43714,2011-06-04,True,13591,,10,3578.27,286.2616,89.4568,3953.9884,6134.0,AW00013591,IN,Latasha,Alonso,United Kingdom,GB
43715,2011-06-04,True,16483,,9,3578.27,286.2616,89.4568,3953.9884,19122.0,AW00016483,IN,Warren,Jai,Australia,AU
43716,2011-06-04,True,16529,,9,3578.27,286.2616,89.4568,3953.9884,14487.0,AW00016529,IN,Jonathon,Gutierrez,Australia,AU
43717,2011-06-04,True,25249,,9,699.0982,55.9279,17.4775,772.5036,2789.0,AW00025249,IN,Alexandra,Watson,Australia,AU
43718,2011-06-05,True,27668,,1,3578.27,286.2616,89.4568,3953.9884,16262.0,AW00027668,IN,Kevin,Gonzalez,Northwest,US
43719,2011-06-05,True,27612,,4,3578.27,286.2616,89.4568,3953.9884,4819.0,AW00027612,IN,Lucas,Hill,Southwest,US
43720,2011-06-05,True,13264,,8,3578.27,286.2616,89.4568,3953.9884,9531.0,AW00013264,IN,Melanie,Sanchez,Germany,DE
43721,2011-06-05,True,13590,,10,3578.27,286.2616,89.4568,3953.9884,13076.0,AW00013590,IN,Louis,Xie,United Kingdom,GB
43722,2011-06-06,True,13581,,10,3578.27,286.2616,89.4568,3953.9884,14920.0,AW00013581,IN,Albert,Blanco,United Kingdom,GB
43723,2011-06-06,True,14520,,1,699.0982,55.9279,17.4775,772.5036,3679.0,AW00014520,IN,Bonnie,Xu,Northwest,US
43724,2011-06-06,True,16520,,9,3578.27,286.2616,89.4568,3953.9884,16488.0,AW00016520,IN,Misty,Raji,Australia,AU
43725,2011-06-07,True,13258,,8,3578.27,286.2616,89.4568,3953.9884,14374.0,AW00013258,IN,Anne,Dominguez,Germany,DE
43726,2011-06-07,True,14560,,4,699.0982,55.9279,17.4775,772.5036,16903.0,AW00014560,IN,Kelvin,Huang,Southwest,US
43727,2011-06-07,True,16607,,9,3578.27,286.2616,89.4568,3953.9884,6467.0,AW00016607,IN,Logan,Gonzales,Australia,AU
43728,2011-06-08,True,27666,,4,3578.27,286.2616,89.4568,3953.9884,11549.0,AW00027666,IN,Alyssa,Garcia,Southwest,US
43729,2011-06-08,True,11238,,10,3399.99,271.9992,84.9998,3756.989,3392.0,AW00011238,IN,Mayra,Prasad,United Kingdom,GB
43730,2011-06-08,True,25861,,4,3399.99,271.9992,84.9998,3756.989,14663.0,AW00025861,IN,Garrett,Cooper,Southwest,US
43731,2011-06-08,True,16629,,9,3578.27,286.2616,89.4568,3953.9884,4984.0,AW00016629,IN,Rosa,Zheng,Australia,AU
43732,2011-06-08,True,11025,,9,3374.99,269.9992,84.3748,3729.364,12565.0,AW00011025,IN,Alejandro,Beck,Australia,AU
43733,2011-06-08,True,27577,,1,3578.27,286.2616,89.4568,3953.9884,15498.0,AW00027577,IN,Patrick,Cook,Northwest,US
43734,2011-06-09,True,27604,,1,3578.27,286.2616,89.4568,3953.9884,14154.0,AW00027604,IN,Richard,Brooks,Northwest,US
43735,2011-06-09,True,16522,,9,3578.27,286.2616,89.4568,3953.9884,16300.0,AW00016522,IN,Casey,Pal,Australia,AU
43736,2011-06-09,True,11002,,9,3399.99,271.9992,84.9998,3756.989,11269.0,AW00011002,IN,Ruben,Torres,Australia,AU
43737,2011-06-10,True,13261,,8,3578.27,286.2616,89.4568,3953.9884,20666.0,AW00013261,IN,Lindsey,Andersen,Germany,DE
43738,2011-06-10,True,11606,,7,3578.27,286.2616,89.4568,3953.9884,17081.0,AW00011606,IN,Melody,Ramos,France,FR
43739,2011-06-10,True,13563,,10,3578.27,286.2616,89.4568,3953.9884,20158.0,AW00013563,IN,Phillip,Sai,United Kingdom,GB
43740,2011-06-10,True,16527,,9,3578.27,286.2616,89.4568,3953.9884,19328.0,AW00016527,IN,Cory,Arun,Australia,AU
43741,2011-06-11,True,27671,,1,3578.27,286.2616,89.4568,3953.9884,4003.0,AW00027671,IN,Jeremiah,Martinez,Northwest,US
43742,2011-06-11,True,13576,,10,3578.27,286.2616,89.4568,3953.9884,11896.0,AW00013576,IN,Tamara,Lal,United Kingdom,GB
43743,2011-06-11,True,11007,,9,3399.99,271.9992,84.9998,3756.989,3878.0,AW00011007,IN,Marco,Mehta,Australia,AU
43744,2011-06-11,True,16631,,9,3578.27,286.2616,89.4568,3953.9884,3395.0,AW00016631,IN,Haley,Ward,Australia,AU
43745,2011-06-12,True,16514,,9,3578.27,286.2616,89.4568,3953.9884,15940.0,AW00016514,IN,Manuel,Fernandez,Australia,AU
43746,2011-06-12,True,16616,,9,3578.27,286.2616,89.4568,3953.9884,19123.0,AW00016616,IN,Kelvin,Liang,Australia,AU
43747,2011-06-13,True,27623,,4,3578.27,286.2616,89.4568,3953.9884,18154.0,AW00027623,IN,Christian,Jackson,Southwest,US
43748,2011-06-13,True,27625,,1,3578.27,286.2616,89.4568,3953.9884,7620.0,AW00027625,IN,Alexandria,Hughes,Northwest,US
43749,2011-06-13,True,27636,,1,3578.27,286.2616,89.4568,3953.9884,8825.0,AW00027636,IN,Paige,Murphy,Northwest,US
43750,2011-06-13,True,11591,,7,3578.27,286.2616,89.4568,3953.9884,17608.0,AW00011591,IN,Stacey,Lu,France,FR
43751,2011-06-13,True,11592,,7,3578.27,286.2616,89.4568,3953.9884,8368.0,AW00011592,IN,Darrell,Raji,France,FR
43752,2011-06-13,True,13265,,8,3578.27,286.2616,89.4568,3953.9884,16884.0,AW00013265,IN,Luke,Adams,Germany,DE
43753,2011-06-13,True,16482,,9,3578.27,286.2616,89.4568,3953.9884,10375.0,AW00016482,IN,Tabitha,Arthur,Australia,AU
43754,2011-06-14,True,27617,,1,3578.27,286.2616,89.4568,3953.9884,9646.0,AW00027617,IN,Morgan,Phillips,Northwest,US
43755,2011-06-14,True,27670,,4,3578.27,286.2616,89.4568,3953.9884,12715.0,AW00027670,IN,Kayla,Long,Southwest,US
43756,2011-06-14,True,19941,,10,699.0982,55.9279,17.4775,772.5036,3536.0,AW00019941,IN,Cedric,Liang,United Kingdom,GB
43757,2011-06-14,True,11017,,9,3374.99,269.9992,84.3748,3729.364,2521.0,AW00011017,IN,Shannon,Wang,Australia,AU
43758,2011-06-15,True,27646,,4,3578.27,286.2616,89.4568,3953.9884,5365.0,AW00027646,IN,Jackson,Li,Southwest,US
43759,2011-06-15,True,13257,,8,3578.27,286.2616,89.4568,3953.9884,12446.0,AW00013257,IN,Jon,Chander,Germany,DE
43760,2011-06-15,True,16352,,9,3578.27,286.2616,89.4568,3953.9884,2674.0,AW00016352,IN,Tiffany,Gao,Australia,AU
43761,2011-06-15,True,16493,,9,3578.27,286.2616,89.4568,3953.9884,15377.0,AW00016493,IN,Brenda,Fernandez,Australia,AU
43762,2011-06-16,True,27578,,4,3578.27,286.2616,89.4568,3953.9884,9955.0,AW00027578,IN,Courtney,Carter,Southwest,US
43763,2011-06-16,True,16525,,9,3578.27,286.2616,89.4568,3953.9884,4926.0,AW00016525,IN,Martha,Liang,Australia,AU
43764,2011-06-16,True,16612,,9,3578.27,286.2616,89.4568,3953.9884,9686.0,AW00016612,IN,Ebony,Ashe,Australia,AU
43765,2011-06-16,True,11010,,9,3399.99,271.9992,84.9998,3756.989,6377.0,AW00011010,IN,Jacquelyn,Suarez,Australia,AU
43766,2011-06-17,True,16518,,9,3578.27,286.2616,89.4568,3953.9884,17360.0,AW00016518,IN,Krystal,Holt,Australia,AU
43767,2011-06-17,True,11001,,9,3374.99,269.9992,84.3748,3729.364,5454.0,AW00011001,IN,Eugene,Huang,Australia,AU
43768,2011-06-18,True,27649,,1,3578.27,286.2616,89.4568,3953.9884,15139.0,AW00027649,IN,Evan,Bailey,Northwest,US
43769,2011-06-18,True,21659,,6,3578.27,286.2616,89.4568,3953.9884,3338.0,AW00021659,IN,Gabrielle,Jenkins,Canada,CA
43770,2011-06-18,True,27614,,1,3578.27,286.2616,89.4568,3953.9884,11969.0,AW00027614,IN,Warren,Ye,Northwest,US
43771,2011-06-18,True,14559,,4,699.0982,55.9279,17.4775,772.5036,12587.0,AW00014559,IN,Ashley,Washington,Southwest,US
43772,2011-06-18,True,16524,,9,3578.27,286.2616,89.4568,3953.9884,6665.0,AW00016524,IN,Damien,Huang,Australia,AU
43773,2011-06-18,True,16526,,9,3578.27,286.2616,89.4568,3953.9884,10934.0,AW00016526,IN,Arthur,Perez,Australia,AU
43774,2011-06-18,True,16348,,9,3578.27,286.2616,89.4568,3953.9884,11118.0,AW00016348,IN,Roy,Raman,Australia,AU
43775,2011-06-18,True,11027,,9,3399.99,271.9992,84.9998,3756.989,5526.0,AW00011027,IN,Jessie,Zhao,Australia,AU
43776,2011-06-19,True,13260,,8,3578.27,286.2616,89.4568,3953.9884,6367.0,AW00013260,IN,James,Flores,Germany,DE
43777,2011-06-19,True,16515,,9,3578.27,286.2616,89.4568,3953.9884,15798.0,AW00016515,IN,Troy,Sai,Australia,AU
43778,2011-06-19,True,11018,,9,3399.99,271.9992,84.9998,3756.989,7394.0,AW00011018,IN,Clarence,Rai,Australia,AU
43779,2011-06-19,True,25252,,9,699.0982,55.9279,17.4775,772.5036,11781.0,AW00025252,IN,Warren,Zhang,Australia,AU
43780,2011-06-20,True,11599,,7,3578.27,286.2616,89.4568,3953.9884,16764.0,AW00011599,IN,Melody,Diaz,France,FR
43781,2011-06-20,True,16495,,9,3578.27,286.2616,89.4568,3953.9884,13787.0,AW00016495,IN,Monique,Ramos,Australia,AU
43782,2011-06-20,True,16516,,9,3578.27,286.2616,89.4568,3953.9884,4351.0,AW00016516,IN,Melvin,She,Australia,AU
43783,2011-06-20,True,16620,,9,3578.27,286.2616,89.4568,3953.9884,17515.0,AW00016620,IN,Cameron,Thompson,Australia,AU
43784,2011-06-21,True,27667,,4,3578.27,286.2616,89.4568,3953.9884,3462.0,AW00027667,IN,Jessica,Sanchez,Southwest,US
43785,2011-06-21,True,11601,,7,3578.27,286.2616,89.4568,3953.9884,8185.0,AW00011601,IN,Ivan,Raman,France,FR
43786,2011-06-21,True,11607,,7,3578.27,286.2616,89.4568,3953.9884,14613.0,AW00011607,IN,Clinton,Moreno,France,FR
43787,2011-06-21,True,29385,,8,3399.99,271.9992,84.9998,3756.989,20242.0,AW00029385,IN,Don,Lal,Germany,DE
43788,2011-06-21,True,11239,,10,3374.99,269.9992,84.3748,3729.364,16405.0,AW00011239,IN,Latoya,Goel,United Kingdom,GB
43789,2011-06-21,True,25865,,1,3374.99,269.9992,84.3748,3729.364,12880.0,AW00025865,IN,Tristan,Butler,Northwest,US
43790,2011-06-21,True,25857,,1,3399.99,271.9992,84.9998,3756.989,12801.0,AW00025857,IN,Abigail,Perry,Northwest,US
43791,2011-06-21,True,16484,,9,3578.27,286.2616,89.4568,3953.9884,2560.0,AW00016484,IN,Dustin,Lal,Australia,AU
43792,2011-06-21,True,16623,,9,3578.27,286.2616,89.4568,3953.9884,5070.0,AW00016623,IN,Andres,Lal,Australia,AU
43793,2011-06-21,True,11000,,9,3399.99,271.9992,84.9998,3756.989,13531.0,AW00011000,IN,Jon,Yang,Australia,AU
43794,2011-06-21,True,11029,,9,3399.99,271.9992,84.9998,3756.989,15638.0,AW00011029,IN,Jimmy,Moreno,Australia,AU
43795,2011-06-22,True,27615,,4,3578.27,286.2616,89.4568,3953.9884,3264.0,AW00027615,IN,Maria,Henderson,Southwest,US
43796,2011-06-22,True,17956,,7,699.0982,55.9279,17.4775,772.5036,2840.0,AW00017956,IN,Jaime,Gomez,France,FR
43797,2011-06-22,True,16345,,9,3578.27,286.2616,89.4568,3953.9884,2558.0,AW00016345,IN,Francis,Ramos,Australia,AU
43798,2011-06-22,True,16521,,9,3578.27,286.2616,89.4568,3953.9884,8440.0,AW00016521,IN,Tonya,She,Australia,AU
43799,2011-06-22,True,16636,,9,3578.27,286.2616,89.4568,3953.9884,14743.0,AW00016636,IN,Danny,Gomez,Australia,AU
43800,2011-06-23,True,21710,,6,3578.27,286.2616,89.4568,3953.9884,7208.0,AW00021710,IN,Brittany,Gonzales,Canada,CA
43801,2011-06-23,True,13583,,10,3578.27,286.2616,89.4568,3953.9884,13606.0,AW00013583,IN,Blake,Butler,United Kingdom,GB
43802,2011-06-23,True,11593,,7,3578.27,286.2616,89.4568,3953.9884,6946.0,AW00011593,IN,Armando,Moreno,France,FR
43803,2011-06-24,True,21741,,6,3578.27,286.2616,89.4568,3953.9884,8044.0,AW00021741,IN,Alexa,Sanders,Canada,CA
43804,2011-06-24,True,13585,,10,3578.27,286.2616,89.4568,3953.9884,8995.0,AW00013585,IN,Savannah,Morris,United Kingdom,GB
43805,2011-06-24,True,14510,,1,699.0982,55.9279,17.4775,772.5036,16998.0,AW00014510,IN,Samuel,Hernandez,Northwest,US
43806,2011-06-24,True,16523,,9,3578.27,286.2616,89.4568,3953.9884,17649.0,AW00016523,IN,Sandra,Huang,Australia,AU
43807,2011-06-25,True,11611,,7,3578.27,286.2616,89.4568,3953.9884,6464.0,AW00011611,IN,Ernest,Lin,France,FR
43808,2011-06-25,True,13259,,8,3578.27,286.2616,89.4568,3953.9884,15864.0,AW00013259,IN,Allen,Garcia,Germany,DE
43809,2011-06-25,True,16350,,9,3578.27,286.2616,89.4568,3953.9884,3860.0,AW00016350,IN,Fernando,Thompson,Australia,AU
43810,2011-06-25,True,11004,,9,3399.99,271.9992,84.9998,3756.989,11901.0,AW00011004,IN,Elizabeth,Johnson,Australia,AU
43811,2011-06-25,True,11026,,9,3399.99,271.9992,84.9998,3756.989,2857.0,AW00011026,IN,Harold,Sai,Australia,AU
43812,2011-06-26,True,27662,,4,3578.27,286.2616,89.4568,3953.9884,4817.0,AW00027662,IN,Bianca,Zheng,Southwest,US
43813,2011-06-26,True,28390,,7,3374.99,269.9992,84.3748,3729.364,7852.0,AW00028390,IN,Frederick,Suri,France,FR
43814,2011-06-26,True,25866,,1,3374.99,269.9992,84.3748,3729.364,12869.0,AW00025866,IN,Tristan,Perry,Northwest,US
43815,2011-06-26,True,16494,,9,3578.27,286.2616,89.4568,3953.9884,6880.0,AW00016494,IN,Jordyn,Simmons,Australia,AU
43816,2011-06-26,True,16496,,9,3578.27,286.2616,89.4568,3953.9884,12207.0,AW00016496,IN,Dawn,Tang,Australia,AU
43817,2011-06-26,True,16519,,9,3578.27,286.2616,89.4568,3953.9884,3645.0,AW00016519,IN,Yolanda,Chander,Australia,AU
43818,2011-06-26,True,16528,,9,3578.27,286.2616,89.4568,3953.9884,7498.0,AW00016528,IN,Dominique,Garcia,Australia,AU
43819,2011-06-26,True,11006,,9,3399.99,271.9992,84.9998,3756.989,6229.0,AW00011006,IN,Janet,Alvarez,Australia,AU
43820,2011-06-27,True,27651,,4,3578.27,286.2616,89.4568,3953.9884,15130.0,AW00027651,IN,Jeremy,Murphy,Southwest,US
43821,2011-06-27,True,27663,,4,3578.27,286.2616,89.4568,3953.9884,15761.0,AW00027663,IN,Aaron,Collins,Southwest,US
43822,2011-06-27,True,27669,,4,3578.27,286.2616,89.4568,3953.9884,10955.0,AW00027669,IN,Katelyn,Allen,Southwest,US
43823,2011-06-27,True,19942,,10,699.0982,55.9279,17.4775,772.5036,6953.0,AW00019942,IN,Armando,Navarro,United Kingdom,GB
43824,2011-06-27,True,14558,,1,699.0982,55.9279,17.4775,772.5036,2784.0,AW00014558,IN,Marcel,Truempy,Northwest,US
43825,2011-06-27,True,16349,,9,3578.27,286.2616,89.4568,3953.9884,7910.0,AW00016349,IN,Levi,Sai,Australia,AU
43826,2011-06-27,True,11008,,9,3374.99,269.9992,84.3748,3729.364,14673.0,AW00011008,IN,Rob,Verhoff,Australia,AU
43827,2011-06-27,True,25250,,9,699.0982,55.9279,17.4775,772.5036,18436.0,AW00025250,IN,Anthony,Walker,Australia,AU
43828,2011-06-28,True,27605,,1,3578.27,286.2616,89.4568,3953.9884,4094.0,AW00027605,IN,Miguel,Martinez,Northwest,US
43829,2011-06-28,True,27611,,4,3578.27,286.2616,89.4568,3953.9884,15701.0,AW00027611,IN,Jack,Edwards,Southwest,US
43830,2011-06-28,True,16347,,9,3578.27,286.2616,89.4568,3953.9884,9511.0,AW00016347,IN,Raul,Sharma,Australia,AU
43831,2011-06-28,True,11028,,9,3374.99,269.9992,84.3748,3729.364,15088.0,AW00011028,IN,Jill,Jimenez,Australia,AU
43832,2011-06-28,True,13584,,10,3578.27,286.2616,89.4568,3953.9884,14767.0,AW00013584,IN,Isaiah,Cox,United Kingdom,GB
43833,2011-06-29,True,21727,,6,3578.27,286.2616,89.4568,3953.9884,7709.0,AW00021727,IN,Arianna,Flores,Canada,CA
43834,2011-06-29,True,28393,,7,3374.99,269.9992,84.3748,3729.364,6436.0,AW00028393,IN,Ramon,Zheng,France,FR
43835,2011-06-29,True,19802,,6,3374.99,269.9992,84.3748,3729.364,8348.0,AW00019802,IN,Sara,James,Canada,CA
43836,2011-06-29,True,26620,,6,699.0982,55.9279,17.4775,772.5036,10202.0,AW00026620,IN,Isabella,Green,Canada,CA
43837,2011-06-29,True,11009,,9,3374.99,269.9992,84.3748,3729.364,20229.0,AW00011009,IN,Shannon,Carlson,Australia,AU
43838,2011-06-30,True,27641,,4,3578.27,286.2616,89.4568,3953.9884,7293.0,AW00027641,IN,Miranda,Alexander,Southwest,US
43839,2011-06-30,True,27673,,1,3578.27,286.2616,89.4568,3953.9884,10973.0,AW00027673,IN,Jennifer,Young,Northwest,US
43840,2011-06-30,True,17957,,7,699.0982,55.9279,17.4775,772.5036,16460.0,AW00017957,IN,Misty,Yuan,France,FR
43841,2011-06-30,True,13406,,8,3578.27,286.2616,89.4568,3953.9884,19058.0,AW00013406,IN,Craig,Jiménez,Germany,DE
43842,2011-06-30,True,16630,,9,3578.27,286.2616,89.4568,3953.9884,9439.0,AW00016630,IN,Jaime,Sutton,Australia,AU
43843,2011-07-01,False,29955,275.0,3,32940.1556,3174.1988,991.9371,37106.2915,1331.0,AW00029955,SC,David,Liu,Central,US
43844,2011-07-01,False,29620,282.0,6,20249.94,1943.9942,607.4982,22801.4324,607.0,AW00029620,SC,Joan,Campbell,Canada,CA
43845,2011-07-01,False,29888,279.0,5,8580.0739,823.6669,257.3959,9661.1367,1181.0,AW00029888,SC,Brannon,Jones,Southeast,US
43846,2011-07-01,False,29548,278.0,6,919.5201,90.6637,28.3324,1038.5162,437.0,AW00029548,SC,Ann,Beebe,Canada,CA
43847,2011-07-01,False,29539,278.0,6,908.8209,86.9292,27.1654,1022.9155,411.0,AW00029539,SC,Josh,Barnhill,Canada,CA
43848,2011-07-01,False,29717,283.0,1,18269.946,1753.9148,548.0984,20571.9592,817.0,AW00029717,SC,Cindy,Dodd,Northwest,US
43849,2011-07-01,False,29818,274.0,1,20544.7015,1969.9765,615.6177,23130.2957,1031.0,AW00029818,SC,Roger,Harui,Northwest,US
43850,2011-07-01,False,29892,282.0,6,10183.7952,982.9377,307.168,11473.9009,1191.0,AW00029892,SC,Sandra,Kitt,Canada,CA
43851,2011-07-01,False,29509,275.0,2,6783.7679,651.4975,203.593,7638.8584,343.0,AW00029509,SC,Michael,Allen,Northeast,US
43852,2011-07-01,False,29855,282.0,6,2024.994,194.3994,60.7498,2280.1432,1111.0,AW00029855,SC,Curtis,Howard,Canada,CA
43853,2011-07-01,False,29813,282.0,6,26354.922000000002,2530.0725,790.6477,29675.6422,1021.0,AW00029813,SC,Katherine,Harding,Canada,CA
43854,2011-07-01,False,29988,282.0,6,1749.588,167.9604,52.4876,1970.036,1405.0,AW00029988,SC,Steve,Masters,Canada,CA
43855,2011-07-01,False,29946,278.0,6,10993.3516,1058.7224,330.8508,12382.9248,1311.0,AW00029946,SC,Linda,Leste,Canada,CA
